Date,Open,High,Low,Close,Adj Close,Volume
2012-10-10,122.05000305175781,122.80000305175781,119.5999984741211,120.5,114.3482437133789,276010
2012-10-11,119.94999694824219,124.9000015258789,118.69999694824219,124.30000305175781,117.95426940917969,604810
2012-10-12,123.8499984741211,127.0,123.44999694824219,125.4000015258789,118.99810791015625,735106
2012-10-15,125.4000015258789,125.5,122.44999694824219,123.44999694824219,117.14763641357422,304000
2012-10-16,122.0,122.0,118.0999984741211,120.05000305175781,113.92123413085938,1903838
2012-10-17,119.1500015258789,120.9000015258789,118.0,120.0,113.87377166748047,389450
2012-10-18,120.0,125.4000015258789,119.30000305175781,124.69999694824219,118.3338394165039,1293131
2012-10-19,125.0,127.44999694824219,122.6500015258789,124.3499984741211,118.001708984375,1344070
2012-10-22,124.05000305175781,130.60000610351562,123.05000305175781,129.75,123.12602996826172,2914830
2012-10-23,130.6999969482422,131.0,127.69999694824219,128.5500030517578,121.98729705810547,1724049
2012-10-25,128.0,132.89999389648438,128.0,130.6999969482422,124.02753448486328,1479503
2012-10-29,126.05000305175781,127.4000015258789,123.55000305175781,124.5,118.14405059814453,1584245
2012-10-30,124.05000305175781,127.80000305175781,123.0,125.0,118.6185073852539,678844
2012-10-31,125.55000305175781,128.64999389648438,124.9000015258789,127.25,120.75365447998047,1690316
2012-11-01,125.5,126.44999694824219,124.0,125.0,118.6185073852539,754150
2012-11-02,125.5999984741211,128.64999389648438,125.5999984741211,127.94999694824219,121.41790771484375,1501687
2012-11-05,127.0,130.60000610351562,127.0,127.44999694824219,120.94345092773438,1196272
2012-11-06,127.4000015258789,136.6999969482422,126.1500015258789,134.85000610351562,127.96566009521484,3019713
2012-11-07,135.0,136.0,129.0500030517578,130.85000610351562,124.16988372802734,1782253
2012-11-08,130.8000030517578,131.5,128.1999969482422,130.60000610351562,123.93263244628906,754715
2012-11-09,130.0,132.4499969482422,127.19999694824219,127.9000015258789,121.3704605102539,355941
2012-11-12,127.05000305175781,130.60000610351562,126.6500015258789,129.1999969482422,122.60408782958984,692315
2012-11-15,128.89999389648438,132.5,128.0500030517578,131.39999389648438,124.6917953491211,453557
2012-11-16,131.39999389648438,133.25,126.0,127.3499984741211,120.84854125976562,671193
2012-11-19,125.19999694824219,130.0,125.19999694824219,127.94999694824219,121.41790771484375,642800
2012-11-20,130.0,130.6999969482422,121.5999984741211,123.19999694824219,116.91040802001953,787747
2012-11-21,124.0,125.4000015258789,122.1500015258789,123.05000305175781,116.76807403564453,360974
2012-11-22,123.94999694824219,124.80000305175781,121.55000305175781,122.80000305175781,116.53083801269531,251196
2012-11-23,123.44999694824219,124.5,122.05000305175781,123.3499984741211,117.05274963378906,182011
2012-11-26,123.9000015258789,125.94999694824219,123.0999984741211,125.3499984741211,118.9506607055664,292680
2012-11-27,126.4000015258789,130.60000610351562,125.0999984741211,129.75,123.12602996826172,1987923
2012-11-29,130.0500030517578,132.1999969482422,124.55000305175781,125.44999694824219,119.0455551147461,1359991
2012-11-30,125.5,130.6999969482422,125.25,130.14999389648438,123.50560760498047,1251861
2012-12-03,130.35000610351562,133.25,129.0,132.25,125.49840545654297,1160794
2012-12-04,132.64999389648438,137.89999389648438,130.60000610351562,134.39999389648438,127.53861999511719,3545718
2012-12-05,134.75,136.3000030517578,131.25,133.6999969482422,126.87435913085938,1003342
2012-12-06,133.6999969482422,136.5,130.6999969482422,135.0500030517578,128.1554412841797,3147331
2012-12-07,135.64999389648438,138.8000030517578,135.35000610351562,137.60000610351562,130.57528686523438,1424101
2012-12-10,137.9499969482422,138.75,135.60000610351562,137.0500030517578,130.05335998535156,612960
2012-12-11,137.14999389648438,138.60000610351562,131.75,134.75,127.87078857421875,790611
2012-12-12,135.0,136.60000610351562,133.0,135.64999389648438,128.7248077392578,543139
2012-12-13,136.0,136.0,130.0500030517578,130.6999969482422,124.02753448486328,680712
2012-12-14,130.0500030517578,136.4499969482422,130.0500030517578,135.64999389648438,128.7248077392578,878418
2012-12-17,136.0500030517578,144.14999389648438,135.5500030517578,143.25,135.93679809570312,2010480
2012-12-18,144.60000610351562,146.25,142.10000610351562,142.64999389648438,135.3674774169922,1908629
2012-12-19,144.0500030517578,146.39999389648438,142.25,145.25,137.83473205566406,1845672
2012-12-20,145.25,146.39999389648438,139.0500030517578,140.0,132.85272216796875,2098610
2012-12-21,139.4499969482422,142.10000610351562,133.64999389648438,135.64999389648438,128.7248077392578,1487914
2012-12-24,137.0,137.39999389648438,133.4499969482422,135.35000610351562,128.4401397705078,625551
2012-12-26,136.0,137.5,134.39999389648438,136.39999389648438,129.4365234375,526630
2012-12-27,137.4499969482422,138.25,132.4499969482422,133.8000030517578,126.9692611694336,1895037
2012-12-28,133.5,134.9499969482422,132.0500030517578,132.85000610351562,126.0677719116211,773240
2012-12-31,132.85000610351562,135.9499969482422,132.39999389648438,135.0,128.10801696777344,636052
2013-01-01,136.25,138.14999389648438,135.3000030517578,137.8000030517578,130.76504516601562,353823
2013-01-02,138.8000030517578,140.1999969482422,137.3000030517578,138.4499969482422,131.38186645507812,1158271
2013-01-03,139.4499969482422,140.0,137.14999389648438,138.3000030517578,131.23956298828125,996003
2013-01-04,138.3000030517578,138.3000030517578,134.5,137.5,130.48037719726562,1236742
2013-01-07,137.0,141.25,137.0,140.0500030517578,132.90017700195312,1974675
2013-01-08,140.60000610351562,140.64999389648438,135.3000030517578,137.4499969482422,130.43292236328125,750310
