Date,Open,High,Low,Close,Adj Close,Volume
2012-10-10,386.125,393.4649963378906,386.125,389.6000061035156,360.69964599609375,866190
2012-10-11,390.1000061035156,392.8999938964844,387.3999938964844,389.5299987792969,360.6349182128906,512730
2012-10-12,388.6000061035156,392.4599914550781,387.20001220703125,389.8999938964844,360.9774169921875,463590
2012-10-15,390.0950012207031,391.79998779296875,382.54998779296875,387.385009765625,358.6490783691406,309520
2012-10-16,388.79998779296875,390.79998779296875,386.25,388.5050048828125,359.6859436035156,336440
2012-10-17,389.5,394.20001220703125,388.5450134277344,390.8800048828125,361.884765625,505580
2012-10-18,391.3999938964844,394.79998779296875,390.1000061035156,392.3699951171875,363.2641296386719,300500
2012-10-19,390.0,392.3699951171875,387.5,388.1700134277344,359.3758239746094,478790
2012-10-22,388.4700012207031,393.9949951171875,384.29998779296875,392.91497802734375,363.7687683105469,392130
2012-10-23,394.3999938964844,394.3999938964844,389.5,391.0199890136719,362.0142822265625,385570
2012-10-25,391.0,392.0,387.135009765625,389.614990234375,360.7135314941406,1313130
2012-10-29,394.70001220703125,394.70001220703125,389.20001220703125,393.1549987792969,364.880615234375,241760
2012-10-30,392.1000061035156,394.5,387.260009765625,388.7950134277344,360.8341979980469,156350
2012-10-31,389.4849853515625,390.989990234375,385.1050109863281,387.1199951171875,359.27972412109375,247300
2012-11-01,386.5,388.7950134277344,384.135009765625,387.8600158691406,359.9664611816406,282210
2012-11-02,390.9949951171875,392.0,387.989990234375,390.3299865722656,362.2588806152344,374440
2012-11-05,389.29998779296875,397.0,388.1199951171875,395.70001220703125,367.24267578125,492210
2012-11-06,396.9949951171875,410.8999938964844,395.0050048828125,409.5350036621094,380.0826416015625,1475370
2012-11-07,410.510009765625,414.5,409.18499755859375,412.0450134277344,382.4122619628906,799130
2012-11-08,407.3999938964844,419.9849853515625,407.3999938964844,417.80999755859375,387.7625732421875,871030
2012-11-09,416.125,419.5,410.010009765625,411.42999267578125,381.8414001464844,415070
2012-11-12,413.0,416.0,408.2699890136719,408.96002197265625,379.54901123046875,388480
2012-11-15,405.0249938964844,410.7950134277344,399.0249938964844,401.4949951171875,372.62078857421875,1038430
2012-11-16,402.5,403.885009765625,393.6050109863281,395.1050109863281,366.6903991699219,440200
2012-11-19,396.0,396.0,385.0,387.67498779296875,359.7947998046875,684050
2012-11-20,387.0050048828125,392.8949890136719,383.20001220703125,384.9949951171875,357.3074951171875,514810
2012-11-21,385.3999938964844,393.5,383.6050109863281,391.989990234375,363.79937744140625,961050
2012-11-22,393.0,398.8999938964844,392.8550109863281,396.80499267578125,368.26812744140625,686100
2012-11-23,396.79998779296875,406.79998779296875,396.79998779296875,405.4100036621094,376.2542724609375,758030
2012-11-26,409.4949951171875,412.19000244140625,405.0,408.3399963378906,378.97357177734375,497240
2012-11-27,407.125,413.3900146484375,407.125,412.3900146484375,382.7323913574219,510620
2012-11-29,411.5,437.44500732421875,411.5,431.9800109863281,400.9135437011719,2186930
2012-11-30,430.5050048828125,437.5950012207031,429.0400085449219,433.0350036621094,401.8926696777344,2510700
2012-12-03,432.0299987792969,438.2950134277344,430.5,434.6650085449219,403.4053955078125,631600
2012-12-04,437.19000244140625,438.75,432.20001220703125,435.20001220703125,403.9020080566406,832250
2012-12-05,435.1000061035156,441.44000244140625,435.1000061035156,437.7850036621094,406.301025390625,1481090
2012-12-06,437.20001220703125,438.4800109863281,433.5,435.6549987792969,404.32421875,607840
2012-12-07,433.70001220703125,436.70001220703125,430.1000061035156,431.2550048828125,400.2406311035156,417720
2012-12-10,433.0,434.5450134277344,430.0249938964844,431.58502197265625,400.546875,366760
2012-12-11,434.3999938964844,434.3999938964844,427.510009765625,430.02001953125,399.0944519042969,462050
2012-12-12,432.6000061035156,434.0,428.3949890136719,432.04998779296875,400.978515625,1204090
2012-12-13,433.7950134277344,434.2950134277344,429.5,430.96002197265625,399.9668884277344,638300
2012-12-14,432.69000244140625,432.69000244140625,426.29998779296875,428.0799865722656,397.29400634765625,671250
2012-12-17,425.0050048828125,427.4150085449219,422.5,424.94000244140625,394.3798522949219,407780
2012-12-18,426.0,431.8949890136719,425.3599853515625,429.54998779296875,398.6582946777344,606600
2012-12-19,429.54998779296875,444.7950134277344,429.54998779296875,442.9849853515625,411.1269836425781,806400
2012-12-20,443.5,449.75,441.0,444.4200134277344,412.4588623046875,823270
2012-12-21,443.6000061035156,443.6000061035156,434.0400085449219,435.6199951171875,404.29168701171875,451660
2012-12-24,437.5,438.5,433.5,436.1000061035156,404.7372741699219,364270
2012-12-26,437.1099853515625,444.3999938964844,437.0249938964844,442.364990234375,410.5516357421875,382830
2012-12-27,443.6000061035156,444.6000061035156,433.010009765625,434.6400146484375,403.3821716308594,743630
2012-12-28,435.6000061035156,440.864990234375,435.6000061035156,439.4700012207031,407.8648376464844,292430
2012-12-31,439.4700012207031,445.989990234375,438.17999267578125,443.2550048828125,411.37762451171875,379160
2013-01-01,444.5,445.4800109863281,441.0,442.30499267578125,410.4959716796875,299620
2013-01-02,442.6050109863281,445.70001220703125,436.0,437.19500732421875,405.75347900390625,614960
2013-01-03,439.760009765625,442.79998779296875,437.0,439.6700134277344,408.05047607421875,508860
2013-01-04,440.8900146484375,442.0,438.0,440.20001220703125,408.5423889160156,713090
2013-01-07,443.7950134277344,443.7950134277344,438.0,439.43499755859375,407.8324279785156,519650
2013-01-08,438.5,440.70001220703125,435.239990234375,439.4100036621094,407.8091735839844,672700
2013-01-09,439.5,440.8999938964844,435.5,436.41497802734375,405.029541015625,393240
2013-01-10,438.010009765625,441.7099914550781,435.0,436.2699890136719,404.8950500488281,832720
2013-01-11,436.32501220703125,438.8500061035156,428.5,429.94500732421875,399.0248718261719,530530
2013-01-14,431.0,437.8999938964844,429.510009765625,436.55499267578125,405.159423828125,302470
2013-01-15,436.55499267578125,436.55999755859375,428.0050048828125,431.30999755859375,400.2916259765625,535140
2013-01-16,429.79998779296875,433.79998779296875,426.3500061035156,427.8299865722656,397.06195068359375,421340
2013-01-17,427.5,434.0,427.5,433.32000732421875,402.1571960449219,1190180
2013-01-18,434.1000061035156,435.7900085449219,427.5,431.1050109863281,400.1014709472656,736430
2013-01-21,431.2049865722656,434.8999938964844,427.55999755859375,428.7900085449219,397.9529724121094,445250
2013-01-22,433.0,445.42999267578125,431.1000061035156,441.30499267578125,409.5679016113281,1862370
2013-01-23,441.30499267578125,448.9750061035156,441.010009765625,444.25,412.30108642578125,1239080
2013-01-24,444.3999938964844,447.6000061035156,439.0,440.510009765625,408.8300476074219,579610
2013-01-25,441.8800048828125,446.9599914550781,437.2699890136719,440.57000732421875,408.8857727050781,296880
2013-01-28,440.5050048828125,441.79998779296875,434.55999755859375,439.9200134277344,408.2825012207031,579060
2013-01-29,438.6000061035156,444.25,436.6000061035156,443.1600036621094,411.2894287109375,609480
2013-01-30,443.9949951171875,449.0,443.1700134277344,447.375,415.20135498046875,702210
2013-01-31,449.75,456.94000244140625,448.25,450.114990234375,417.74432373046875,1377750
2013-02-01,453.79998779296875,455.5,450.5050048828125,454.2550048828125,421.58660888671875,469130
2013-02-04,454.79998779296875,466.70001220703125,454.0,464.2950134277344,430.9045715332031,1578080
2013-02-05,462.5,467.70001220703125,461.5299987792969,463.8900146484375,430.5286560058594,581760
2013-02-06,464.45001220703125,466.5,461.2749938964844,462.41497802734375,429.1596984863281,722520
2013-02-07,461.0050048828125,464.5,459.3450012207031,460.385009765625,427.2756042480469,410770
2013-02-08,461.79998779296875,463.69500732421875,451.17498779296875,452.3500061035156,419.81854248046875,555190
2013-02-11,453.0,457.42498779296875,447.510009765625,453.3500061035156,420.7466125488281,462880
2013-02-12,454.0,454.0,447.69000244140625,450.95001220703125,418.5193176269531,208800
2013-02-13,452.3999938964844,452.489990234375,446.05499267578125,447.1050109863281,414.9507751464844,330480
2013-02-14,447.510009765625,454.7799987792969,445.20001220703125,452.6099853515625,420.0598449707031,1626580
2013-02-15,451.19500732421875,457.5,451.19500732421875,454.239990234375,421.5726623535156,384090
2013-02-18,451.5,453.7699890136719,448.3450012207031,450.4100036621094,418.01806640625,393310
2013-02-19,449.0,459.8999938964844,448.0199890136719,455.8900146484375,423.1040344238281,407070
2013-02-20,457.989990234375,459.7699890136719,453.3399963378906,455.54998779296875,422.78839111328125,856240
2013-02-21,454.875,456.0450134277344,448.2149963378906,451.364990234375,418.9043884277344,548690
2013-02-22,450.2099914550781,455.2699890136719,447.5450134277344,453.7300109863281,421.0993347167969,684190
2013-02-25,455.79998779296875,455.79998779296875,449.1000061035156,450.2149963378906,417.83709716796875,477940
2013-02-26,449.70001220703125,449.8999938964844,437.0199890136719,440.010009765625,408.3660583496094,597970
2013-02-27,438.1099853515625,442.3999938964844,433.5899963378906,435.80499267578125,404.4634094238281,587380
2013-02-28,438.0,443.4700012207031,422.5,427.2200012207031,396.4958801269531,1592310
2013-03-01,429.8999938964844,438.5,427.010009765625,435.9100036621094,404.5609436035156,772430
2013-03-04,433.1000061035156,436.0,427.5,432.989990234375,401.85089111328125,721440
2013-03-05,434.70001220703125,445.0,429.20001220703125,443.489990234375,411.5957336425781,785270
2013-03-06,444.2250061035156,448.0,441.79998779296875,446.32000732421875,414.2222900390625,591600
2013-03-07,442.5050048828125,461.2099914550781,442.5050048828125,458.5450134277344,425.5679931640625,977840
2013-03-08,459.2149963378906,468.79998779296875,459.2149963378906,466.6600036621094,433.0995178222656,608210
2013-03-11,466.5,477.5,464.7900085449219,475.67498779296875,441.4660949707031,1244470
2013-03-12,476.1000061035156,477.0,472.3450012207031,475.239990234375,441.06243896484375,787720
2013-03-13,472.5,482.9649963378906,472.0150146484375,479.0799865722656,444.62615966796875,1453120
2013-03-14,478.1300048828125,494.5,478.0,489.6449890136719,454.431396484375,1590670
2013-03-15,489.0,502.5,486.0299987792969,500.7300109863281,464.71923828125,3093410
2013-03-18,498.0,503.0,494.5,500.25,464.2738037109375,2528290
2013-03-19,500.4949951171875,500.4949951171875,490.0,490.93499755859375,455.62872314453125,2170700
2013-03-20,489.8999938964844,501.93499755859375,486.6050109863281,499.260009765625,463.3550109863281,1901160
2013-03-21,500.010009765625,505.0,488.5,491.2699890136719,455.93951416015625,1570570
2013-03-22,489.8999938964844,500.0,487.79998779296875,495.3699951171875,459.7447509765625,1153710
2013-03-25,497.5,500.1300048828125,485.79998779296875,487.9049987792969,452.81658935546875,1665560
